Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
01111,TB lung nodular-no exam,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified"
01112,TB lung nodul-exam unkn,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)",01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified"
01113,TB lung nodular-micro dx,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy",01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified"
01114,TB lung nodular-cult dx,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01100,TB lung infiltr-unspec,"Tuberculosis of lung, infiltrative, unspecified"
01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01201,TB pleurisy-no exam,"Tuberculous pleurisy, bacteriological or histological examination not done",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01202,TB pleurisy-exam unkn,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01203,TB pleurisy-micro dx,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01204,TB pleurisy-cult dx,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01205,TB pleurisy-histolog dx,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01282,Resp TB NEC-exam unkn,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01283,Resp TB NEC-micro dx,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01284,Resp TB NEC-cult dx,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01285,Resp TB NEC-histo dx,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01286,Resp TB NEC-oth test,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01233,TB laryngitis-micro dx,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01234,TB laryngitis-cult dx,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01235,TB laryngitis-histo dx,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01236,TB laryngitis-oth test,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01280,Resp TB NEC-unspec,"Other specified respiratory tuberculosis, unspecified",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01281,Resp TB NEC-no exam,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01224,Isol tracheal tb-cult dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01225,Isolat trach tb-histo dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01226,Isolat trach tb-oth test,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01230,TB laryngitis-unspec,"Tuberculous laryngitis, unspecified",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01231,TB laryngitis-no exam,"Tuberculous laryngitis, bacteriological or histological examination not done",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01232,TB laryngitis-exam unkn,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01215,TB thorax node-histo dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01216,TB thorax node-oth test,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01220,Isol tracheal tb-unspec,"Isolated tracheal or bronchial tuberculosis, unspecified",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01221,Isol tracheal tb-no exam,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01222,Isol trach tb-exam unkn,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01223,Isolat trach tb-micro dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01206,TB pleurisy-oth test,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01210,TB thoracic nodes-unspec,"Tuberculosis of intrathoracic lymph nodes, unspecified",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01211,TB thorax node-no exam,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01212,TB thorax node-exam unkn,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01213,TB thorax node-micro dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01214,TB thorax node-cult dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01200,TB pleurisy-unspec,"Tuberculous pleurisy, unspecified"
01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01301,TB meningitis-no exam,"Tuberculous meningitis, bacteriological or histological examination not done",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01302,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01303,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01360,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01361,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01362,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01363,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01364,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01351,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01352,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01353,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
01355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified"
